,ACOHH,AntQHH,avegnepHH,baderHH,dynilsHH,genhiveHH,gissHH,HaeaHH,HAHAHH,iseaHH,ksatsHH,LearnGIHH,mcHH,mlHH,phunterHH,sailsHH,selfsearchHH,VnStwHH
0,4675.599830825856,4820.974501176151,4580.267918617327,5109.662804655423,4669.35760091351,4706.850892501446,4683.4025882529395,4628.378333398583,4647.684304807497,4568.338782085354,4684.928091430501,4681.6685377513495,4584.721447352579,4666.332848588821,4636.1258726287115,4742.556015002018,4724.124293950883,4815.067989447269
1,19804.19224787208,19252.74708523532,18779.42701119411,20864.780417861693,19709.9832176596,19334.007714449577,18782.983232665676,18869.43616279718,18777.157407334777,18784.221800615047,18778.695075134405,18778.33347468715,19306.67541144186,18777.33144226186,18776.728148186,18795.876809521233,18978.3636292233,19054.955833622986
2,12520.82440466531,13000.359419848653,11962.710001962529,13041.277270561834,12810.820504664478,12140.246105572807,12060.845919172896,12323.058369528695,12114.1347960116,12241.758837846295,11661.86643746509,11850.834125336965,12164.492435869417,12129.940795370521,11826.755281302789,12194.057726768375,12639.889815443634,12502.623586753318
3,4849.24806429056,5401.167747061647,4905.233244760044,5668.762249553616,4874.711936203558,5218.170688282098,4854.954425849356,4838.306209807583,4865.1889196839265,4844.756978663423,4883.780298979617,4868.012972383851,4935.185638223428,5667.78205539998,4839.082988467641,4957.877840097139,4893.385751791336,5844.1159821481615
4,13744.51062984804,13660.366540552704,12907.683485211963,14143.42588435631,13109.180638172542,12993.42093925246,13000.421160249352,12904.421729136227,12885.343688996647,12989.922853036946,12449.818281420305,12897.571004420855,13307.414294154036,12971.664654317343,12874.010106664233,13022.416172979401,13503.121302639176,12988.008840725466
5,171487.9953307108,202211.0865421297,184509.72282523138,298763.07630404725,163892.92808061815,169882.95988992258,159299.30207394066,134347.22815029728,151166.6388931277,141657.56167638817,176133.37092527494,132990.0338445178,172503.52022218297,134400.3080285603,150859.89295754072,150572.80143319033,217847.170566182,139585.98136877737
6,96002.59814667882,75010.69598530837,85474.0489027572,89829.5443338554,69290.81606184367,63262.274081063406,61736.666219446466,56627.387680760825,60063.755129276986,70089.23116120018,64935.07253236354,62894.580756213305,76582.95639889118,75468.02480295858,57677.36146101996,60890.56533427932,84105.08341809387,70383.50042179781
7,152399.81552399302,167573.32815653709,166968.89560216313,212885.57293551823,153576.31658220085,149427.12464397395,151053.19655675642,145988.73609063064,149922.48279548375,149503.3490556117,150272.45619625665,146379.54535138002,171373.59837040122,149059.99985583842,150421.54537525531,150428.7187355452,163524.79948162165,148735.99492108703
8,164585.13500088613,181073.7348775314,176084.38440256787,259120.83339649756,162079.8659645973,165853.65114883406,153774.6355424656,143726.79647261766,147573.61955601384,149933.03764244297,153075.0200059642,142531.05693325715,180716.04332057812,144291.99970337434,154227.3987031987,148588.68571811888,190206.0539342766,145859.02630875402
9,140131.13004918493,151550.97746138636,154046.8920772395,176663.4224124737,141503.92901738684,136535.4269517342,137589.02792449368,134643.3740859431,136127.09556752973,138346.6646611255,136104.17654644084,134731.41113611122,153351.12801550343,135815.9956837224,137818.72072403698,139238.89334514897,147862.1741921934,137147.9557462869
10,10039.525175974753,10546.738394337728,9845.397151766212,12865.041067931063,10435.237234789367,10135.23576869184,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212,9845.397151766212
11,10120.544355651473,10004.489063862255,9847.11079627284,11426.731240853233,10063.58321390052,9875.336759161799,9848.026681509824,9845.48806085712,9845.48806085712,9847.624772036515,9845.699315233653,9845.48806085712,9848.116292455948,9845.48806085712,9845.48806085712,9852.801682132827,9900.215713993019,9846.849254435085
12,9935.232732473474,9946.241544399893,9906.779778454353,10344.416515899362,9957.990566027092,9920.475776441115,9880.94084211624,9852.006912656794,9856.269400556817,9871.28125596184,9857.602276954254,9862.088441788248,9859.554167650458,9851.266609609878,9845.799623026554,9884.822930271755,9964.333262318924,9863.788328536426
13,9945.063701163475,9916.727009253542,9983.999403473876,10287.716665026264,9988.571729599535,9958.679902800563,9930.91843023138,9912.337699074731,9871.984363981523,9911.481772966097,9871.640942793805,9900.420172418668,9950.737388912708,9861.15320843912,9850.412721144194,9931.224267258476,9990.901590234413,9908.588382172267
14,10247.201390800243,10054.004161990142,9845.760788129848,13487.5172694873,10060.873136853783,9866.822584096533,9845.760788129848,9845.760788129848,9845.760788129848,9845.760788129848,9845.760788129848,9845.760788129848,9855.43174215453,9845.760788129848,9845.760788129848,9845.760788129848,9851.826216983947,9845.760788129848
15,10047.945227513024,10051.903676710817,9845.851697220756,12670.381547286,9960.59737967972,9845.851697220756,9845.851697220756,9845.851697220756,9845.851697220756,9845.851697220756,9845.851697220756,9845.851697220756,9848.0232243763,9845.851697220756,9845.851697220756,9846.270907147868,9849.915913580182,9845.851697220756
16,9856.93686179353,9994.159872853486,9845.942606311666,12479.641911924711,9964.982570464934,9854.351353155664,9845.942606311666,9845.942606311666,9845.942606311666,9845.942606311666,9848.588071248483,9845.942606311666,9856.962709611144,9845.942606311666,9845.942606311666,9845.942606311666,9865.40336520973,9845.942606311666
17,9852.091313573055,9989.25831108869,9848.210405643149,12617.537304625625,9870.221262460587,9849.514144248118,9848.991165804253,9846.033515402574,9846.033515402574,9846.033515402574,9846.033515402574,9846.033515402574,9866.788083337176,9846.033515402574,9846.033515402574,9854.588037865864,9857.417495060768,9853.300967191039
18,9884.501770933375,9896.541322375748,9871.892412378702,11887.811905959199,9869.122168986696,9886.820416716479,9860.649409501146,9850.861431150292,9847.01785398202,9853.550274659126,9846.124424493484,9848.563550591945,9950.987081614316,9846.124424493484,9846.124424493484,9867.339948358851,9884.43491634332,9866.03610392511
19,3266.778687883183,3266.778687883183,3266.778687883183,4209.750974393145,3266.778687883183,3267.102321863649,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183,3266.778687883183
20,3379.062051133711,3482.342002281596,3285.0289853511713,4079.672863471296,3274.616486569041,3284.8589045973913,3268.819944305313,3266.869596974092,3266.869596974092,3266.869596974092,3308.345256052303,3271.859374645559,3350.599348797169,3273.0759149446617,3272.1713915656874,3277.3925462582865,3388.939869734706,3269.1278240165802
21,3309.8993539303906,3593.319497405176,3318.4537929910703,3771.3826422203083,3394.590556184937,3399.7757180702915,3307.8904140920813,3283.854838613827,3290.1295157444333,3282.1952543149573,3306.3013948073,3291.4402598396996,3375.2119715880804,3295.6812570956095,3281.5864446967903,3320.053770261246,3420.6617090888144,3294.000023742054
22,3379.622670668535,3553.983695841336,3363.5646670181773,3946.7313025753156,3344.422883247223,3317.4037158674487,3355.159789188912,3312.60792779133,3324.880790258562,3319.6354012208944,3320.4262789659697,3326.583583903046,3407.5049639935805,3309.2443344436138,3299.5389222731046,3378.3954309705123,3593.135925473027,3424.1145885469978
23,3265.255511662574,3382.846852521136,3273.065569821006,4296.141112806701,3264.7054205940217,3290.608191837056,3266.98694041701,3264.7054205940217,3266.970134323664,3264.7054205940217,3285.727364280686,3267.7102236618057,3403.330561223511,3271.2149876290573,3265.449972113069,3275.365297142771,3266.0316045806435,3271.1932613996382
24,3264.963381195994,3587.452991523799,3291.628029940905,4054.9741723648503,3264.97735443004,3292.87372319596,3270.090675825662,3265.4964195171196,3276.3691690377764,3264.517701400662,3298.5159543117375,3269.040396668145,3318.9186030207547,3280.2960242698755,3267.1960736159995,3290.2104363145622,3266.0859048931948,3277.3866043348335
25,3267.6042736973945,3297.8482435056285,3293.835415118143,3650.255681189943,3266.579064578083,3287.0164980247164,3273.763686479293,3266.4955331809774,3280.7644070727188,3266.0985781003706,3278.261989818702,3276.6653419475433,3325.4336342055535,3272.4700018598032,3266.333765269043,3289.9828375764146,3274.2836511304527,3275.9254545507592
26,3283.8635852467432,3310.906174620704,3308.2067774535517,4160.6210121815475,3266.9764183309594,3301.8115292009093,3277.100378237167,3266.031382887943,3295.910062494621,3266.1239418692335,3311.1622328910958,3283.565567439306,3341.2431734452316,3287.130639921027,3270.867069416019,3296.8244271347767,3285.182500322991,3292.1062551053064
27,17733.69204582932,17830.437804007575,16868.369057754757,18077.27666307928,17741.24954350265,17380.40632077085,16930.206315770487,17268.96803886136,17180.060376109734,17191.802605757755,16820.258490476772,17094.825596603365,18011.973964434164,17184.179154392386,16913.265089389737,17214.320568102703,17653.36486444844,17452.130418946967
28,14256.3291319911,13905.39490607464,13906.42084932584,14787.493706298761,14182.495775754056,13888.80698957643,13888.028073079411,13878.918808031573,13855.724048897187,13882.351089591235,13788.035218299377,13871.261630711617,14231.427306731795,13863.234781650766,13853.001080054928,13911.071081407104,14180.677360779255,13964.112951541656
29,11003.619969761365,11086.744521101895,10107.211734926374,11267.132805907899,10907.208422623364,10806.517253216296,10727.741193375097,10050.644929686097,10230.509041407224,10703.78471848853,10076.695843036141,10075.039948586373,11299.571270006458,10075.289435465387,10034.131842933137,11016.720466082768,10840.208676815344,10697.72902623144
30,15299.854272890097,15393.469822345027,14029.23521615079,16862.36901293189,15201.967630903497,14930.275487383587,14824.671540249947,14820.772356491663,14620.423858989274,14739.044578896726,14110.437634160027,14363.296940891772,14934.18457766571,14620.76448372918,14441.404180680587,14925.411202545736,15040.1543522019,14732.05474433446
31,11878.221530075238,11787.391853301297,11057.188025555228,12534.750551821962,11773.065406648391,11070.518969741135,11258.562192455587,11132.767193033207,11018.418823182139,11332.931775691724,11017.58052004516,11033.117587315166,11525.872040499191,11022.174081965553,11013.368989408118,11985.155757006925,11641.485190392867,11116.07069668194
32,10408.730090166327,10231.617649433843,10047.25475860208,10758.549381096671,10422.187941083932,10078.490207517936,10055.922763458459,10005.847972748263,10004.558591243833,10031.695269715645,10009.406508209646,10015.72500738218,10311.952209829948,10000.57672756327,9811.06973515773,10275.541292616059,10515.939337472992,10116.499341324148
33,13048.918798656783,13224.742867792906,12024.104042321573,13949.785063986556,12938.98980454186,12482.48489202078,12656.557253122382,12474.99453661475,12071.207335527533,12823.385293678952,12098.396122816745,12015.564054369379,12596.045017880964,12090.537075493792,11976.163882931198,12860.612909721445,13144.180878390995,12833.967270306659
34,12517.833223285497,12438.68546470126,11966.01130099951,13116.29977619091,12528.669150691792,11981.092603109579,11975.089881128484,11769.91028304229,11840.607753453296,12057.545956494718,11853.697302890358,11682.430400086749,11710.302456351956,11938.332326497906,11830.78163349438,12359.816313508194,12451.42242608103,11855.706554060986
35,12234.581298324083,12161.132681975758,11080.488099289825,12527.834912551623,11963.669516925922,11867.522604586222,11859.320297422531,11557.58777466385,11201.63287989755,11671.27280872967,11380.742006716524,11319.763084051274,11976.813260730536,11475.691709913419,11103.480641886392,11975.126705994013,12081.76467172008,11756.232326868972
36,11059.68071644556,11349.566844704806,10142.70855415908,11339.183201477776,11348.912873672974,10880.477874111095,10961.363598453698,10299.462442997006,10740.971941607584,10858.969584104523,10393.40860647941,10482.172000500674,10423.264567412463,10569.797043960943,10085.824446800463,10991.522247879255,11146.80988646247,10755.432486108715
37,4716.209724218912,5007.877327304123,4780.179563570885,4974.7606859188345,4727.714847445368,4758.543659024299,4730.291066580082,4693.431881033048,4712.054488028617,4703.3464461015965,4744.399610093634,4749.428988788405,4786.888806894413,4747.569140917875,4698.2757130902655,4779.820586195501,4746.618728353318,5464.413372146532
38,3740.956677240649,4435.764273737139,3805.7907818443477,4480.536955008526,3799.3123584002037,4296.800083085437,3748.1124802428208,3699.4952516162566,3936.057481568529,3700.7442310482625,4236.433192262386,3736.9276929475295,3819.2943328781,4486.240525095552,3704.5015641519726,3877.54706330973,3767.669433639041,4726.227940846089
39,3551.019402956808,3577.4366895700896,3601.9562598515504,3730.704862240356,3527.548779645542,3568.1284313147275,3570.5262744084,3506.869990308097,3543.99295230806,3517.400204796494,3549.286889007772,3544.6079685449035,3641.550920779842,3533.14356336045,3521.762395473309,3598.144432767673,3606.5640351635043,3520.9196115591403
