,ACOHH,AntQHH,avegnepHH,baderHH,dynilsHH,genhiveHH,gissHH,HaeaHH,HAHAHH,iseaHH,ksatsHH,LearnGIHH,mcHH,mlHH,phunterHH,sailsHH,selfsearchHH,VnStwHH
0,15.0,14.545454545454545,4.545454545454546,13.363636363636363,31.0,10.909090909090908,9.454545454545455,10.272727272727273,3.0,7.636363636363637,1.9090909090909092,2.3636363636363638,2.0,1.9090909090909092,7.636363636363637,9.454545454545455,5.7272727272727275,4.181818181818182
1,28.818181818181817,25.272727272727273,19.818181818181817,31.0,44.09090909090909,23.727272727272727,22.545454545454547,24.727272727272727,19.727272727272727,21.272727272727273,19.0,19.09090909090909,20.09090909090909,18.90909090909091,26.545454545454547,26.181818181818183,21.636363636363637,23.363636363636363
2,23.545454545454547,20.90909090909091,15.909090909090908,23.727272727272727,39.90909090909091,20.363636363636363,18.272727272727273,20.818181818181817,15.181818181818182,16.636363636363637,14.727272727272727,15.181818181818182,15.0,14.545454545454545,19.454545454545453,21.363636363636363,17.818181818181817,17.272727272727273
3,8.818181818181818,23.90909090909091,6.7272727272727275,21.454545454545453,21.454545454545453,14.181818181818182,12.454545454545455,4.181818181818182,2.727272727272727,5.090909090909091,3.1818181818181817,2.272727272727273,7.909090909090909,2.6363636363636362,5.545454545454546,10.0,10.818181818181818,2.4545454545454546
4,6.909090909090909,30.454545454545453,3.4545454545454546,33.09090909090909,26.09090909090909,21.818181818181817,12.909090909090908,4.181818181818182,2.272727272727273,5.818181818181818,2.3636363636363638,2.3636363636363638,8.272727272727273,2.272727272727273,4.2727272727272725,8.636363636363637,14.181818181818182,2.0
5,25.454545454545453,45.72727272727273,7.636363636363637,48.63636363636363,42.81818181818182,35.18181818181818,20.545454545454547,6.454545454545454,5.090909090909091,10.363636363636363,5.636363636363637,4.181818181818182,16.727272727272727,5.818181818181818,9.363636363636363,17.90909090909091,22.363636363636363,4.0
6,9.909090909090908,10.090909090909092,5.090909090909091,10.0,14.545454545454545,11.0,5.7272727272727275,7.7272727272727275,5.454545454545454,6.363636363636363,5.363636363636363,5.090909090909091,5.818181818181818,5.2727272727272725,6.636363636363637,5.818181818181818,7.636363636363637,7.090909090909091
7,9.181818181818182,9.636363636363637,5.181818181818182,10.454545454545455,13.0,9.454545454545455,5.818181818181818,7.0,5.454545454545454,6.545454545454546,5.818181818181818,5.2727272727272725,6.0,5.2727272727272725,6.181818181818182,5.818181818181818,7.363636363636363,7.363636363636363
8,12.545454545454545,12.272727272727273,5.363636363636363,13.727272727272727,19.09090909090909,13.454545454545455,7.7272727272727275,9.636363636363637,7.2727272727272725,8.818181818181818,7.2727272727272725,5.363636363636363,7.181818181818182,7.2727272727272725,9.454545454545455,8.727272727272727,9.272727272727273,9.727272727272727
9,199.1818181818182,199.0909090909091,190.8181818181818,199.0909090909091,213.0,198.72727272727272,191.54545454545453,195.54545454545453,191.9090909090909,193.1818181818182,192.27272727272728,191.72727272727272,192.8181818181818,191.54545454545453,193.8181818181818,192.63636363636363,193.8181818181818,194.0
